,year,month,day,hour,mean,min,max,ymdh
0,2021,10,17,6,94.0,94,94,2021-10-17 06:00:00
1,2021,10,17,7,100.0,100,100,2021-10-17 07:00:00
2,2021,10,17,8,101.0,101,101,2021-10-17 08:00:00
3,2021,10,17,9,104.0,104,104,2021-10-17 09:00:00
4,2021,10,17,10,106.0,106,106,2021-10-17 10:00:00
5,2021,10,17,11,106.0,106,106,2021-10-17 11:00:00
6,2021,10,17,12,101.0,101,101,2021-10-17 12:00:00
7,2021,10,17,13,101.0,101,101,2021-10-17 13:00:00
8,2021,10,17,14,100.0,100,100,2021-10-17 14:00:00
9,2021,10,17,15,91.0,91,91,2021-10-17 15:00:00
10,2021,10,17,16,99.0,99,99,2021-10-17 16:00:00
11,2021,10,17,17,95.0,95,95,2021-10-17 17:00:00
12,2021,10,17,19,83.0,82,84,2021-10-17 19:00:00
13,2021,10,17,20,76.0,76,76,2021-10-17 20:00:00
14,2021,10,17,21,73.0,73,73,2021-10-17 21:00:00
15,2021,10,17,22,74.0,74,74,2021-10-17 22:00:00
16,2021,10,17,23,79.0,79,79,2021-10-17 23:00:00
17,2021,10,18,0,80.0,80,80,2021-10-18 00:00:00
18,2021,10,18,1,81.0,81,81,2021-10-18 01:00:00
19,2021,10,18,2,105.0,105,105,2021-10-18 02:00:00
20,2021,10,18,3,102.0,102,102,2021-10-18 03:00:00
21,2021,10,18,4,90.0,90,90,2021-10-18 04:00:00
22,2021,10,18,5,90.0,90,90,2021-10-18 05:00:00
23,2021,10,18,6,97.0,97,97,2021-10-18 06:00:00
24,2021,10,18,7,94.0,94,94,2021-10-18 07:00:00
25,2021,10,18,8,89.0,89,89,2021-10-18 08:00:00
26,2021,10,18,9,113.0,113,113,2021-10-18 09:00:00
27,2021,10,18,10,95.0,95,95,2021-10-18 10:00:00
28,2021,10,18,11,91.0,91,91,2021-10-18 11:00:00
29,2021,10,18,12,92.0,92,92,2021-10-18 12:00:00
30,2021,10,18,13,87.0,87,87,2021-10-18 13:00:00
31,2021,10,18,14,86.0,86,86,2021-10-18 14:00:00
32,2021,10,18,15,85.0,85,85,2021-10-18 15:00:00
33,2021,10,18,16,102.0,102,102,2021-10-18 16:00:00
34,2021,10,18,17,81.0,81,81,2021-10-18 17:00:00
35,2021,10,18,22,93.0,93,93,2021-10-18 22:00:00
36,2021,10,18,23,89.0,89,89,2021-10-18 23:00:00
37,2021,10,19,0,86.0,86,86,2021-10-19 00:00:00
38,2021,10,19,1,92.0,92,92,2021-10-19 01:00:00
39,2021,10,19,2,90.0,90,90,2021-10-19 02:00:00
40,2021,10,19,3,95.0,95,95,2021-10-19 03:00:00
41,2021,10,19,4,95.0,95,95,2021-10-19 04:00:00
42,2021,10,19,5,114.0,114,114,2021-10-19 05:00:00
43,2021,10,19,6,102.0,102,102,2021-10-19 06:00:00
44,2021,10,19,7,108.0,108,108,2021-10-19 07:00:00
45,2021,10,19,8,107.0,107,107,2021-10-19 08:00:00
46,2021,10,19,9,92.0,92,92,2021-10-19 09:00:00
47,2021,10,20,0,100.0,100,100,2021-10-20 00:00:00
48,2021,10,20,1,101.0,101,101,2021-10-20 01:00:00
49,2021,10,20,2,99.0,99,99,2021-10-20 02:00:00
50,2021,10,20,3,101.0,101,101,2021-10-20 03:00:00
51,2021,10,20,4,99.0,99,99,2021-10-20 04:00:00
52,2021,10,20,5,96.0,96,96,2021-10-20 05:00:00
53,2021,10,20,6,90.0,90,90,2021-10-20 06:00:00
54,2021,10,20,7,94.0,94,94,2021-10-20 07:00:00
55,2021,10,20,8,89.0,89,89,2021-10-20 08:00:00
56,2021,10,20,9,101.0,101,101,2021-10-20 09:00:00
57,2021,10,20,10,104.0,104,104,2021-10-20 10:00:00
58,2021,10,20,12,89.0,88,90,2021-10-20 12:00:00
59,2021,10,20,13,77.0,77,77,2021-10-20 13:00:00
60,2021,10,20,14,82.0,82,82,2021-10-20 14:00:00
61,2021,10,20,16,81.0,81,81,2021-10-20 16:00:00
62,2021,10,20,17,78.0,71,85,2021-10-20 17:00:00
63,2021,10,20,18,79.0,79,79,2021-10-20 18:00:00
64,2021,10,20,19,71.0,71,71,2021-10-20 19:00:00
65,2021,10,20,20,79.0,79,79,2021-10-20 20:00:00
66,2021,10,20,21,69.0,69,69,2021-10-20 21:00:00
67,2021,10,20,22,71.0,71,71,2021-10-20 22:00:00
68,2021,10,20,23,117.0,117,117,2021-10-20 23:00:00
69,2021,10,21,0,105.0,105,105,2021-10-21 00:00:00
70,2021,10,21,1,111.0,111,111,2021-10-21 01:00:00
71,2021,10,21,2,107.0,107,107,2021-10-21 02:00:00
72,2021,10,21,3,114.0,114,114,2021-10-21 03:00:00
73,2021,10,21,4,111.0,111,111,2021-10-21 04:00:00
74,2021,10,21,5,111.0,111,111,2021-10-21 05:00:00
75,2021,10,21,6,97.0,97,97,2021-10-21 06:00:00
76,2021,10,21,7,90.0,90,90,2021-10-21 07:00:00
77,2021,10,21,8,86.0,86,86,2021-10-21 08:00:00
78,2021,10,21,9,94.0,94,94,2021-10-21 09:00:00
79,2021,10,21,10,96.0,96,96,2021-10-21 10:00:00
80,2021,10,21,11,101.0,101,101,2021-10-21 11:00:00
81,2021,10,21,12,103.0,103,103,2021-10-21 12:00:00
82,2021,10,21,13,90.0,90,90,2021-10-21 13:00:00
83,2021,10,21,16,78.0,78,78,2021-10-21 16:00:00
84,2021,10,21,17,76.0,76,76,2021-10-21 17:00:00
85,2021,10,21,18,73.0,73,73,2021-10-21 18:00:00
86,2021,10,21,20,75.0,75,75,2021-10-21 20:00:00
87,2021,10,21,21,72.0,72,72,2021-10-21 21:00:00
88,2021,10,21,22,92.0,92,92,2021-10-21 22:00:00
89,2021,10,21,23,91.0,91,91,2021-10-21 23:00:00
90,2021,10,22,0,88.0,88,88,2021-10-22 00:00:00
91,2021,10,22,1,84.0,84,84,2021-10-22 01:00:00
92,2021,10,22,2,81.0,81,81,2021-10-22 02:00:00
93,2021,10,22,3,83.0,83,83,2021-10-22 03:00:00
94,2021,10,22,4,87.0,87,87,2021-10-22 04:00:00
95,2021,10,22,5,93.0,93,93,2021-10-22 05:00:00
96,2021,10,22,6,109.0,109,109,2021-10-22 06:00:00
97,2021,10,22,7,91.0,91,91,2021-10-22 07:00:00
98,2021,10,22,8,92.0,92,92,2021-10-22 08:00:00
99,2021,10,22,9,93.0,93,93,2021-10-22 09:00:00
100,2021,10,22,10,93.0,93,93,2021-10-22 10:00:00
101,2021,10,22,11,93.0,93,93,2021-10-22 11:00:00
102,2021,10,22,12,95.0,95,95,2021-10-22 12:00:00
103,2021,10,22,13,91.0,91,91,2021-10-22 13:00:00
104,2021,10,22,14,88.0,88,88,2021-10-22 14:00:00
105,2021,10,22,15,91.0,91,91,2021-10-22 15:00:00
106,2021,10,22,16,84.0,84,84,2021-10-22 16:00:00
107,2021,10,22,17,83.0,83,83,2021-10-22 17:00:00
108,2021,10,22,18,79.0,79,79,2021-10-22 18:00:00
109,2021,10,22,20,65.0,65,65,2021-10-22 20:00:00
110,2021,10,22,21,75.0,75,75,2021-10-22 21:00:00
111,2021,10,22,22,73.0,73,73,2021-10-22 22:00:00
112,2021,10,22,23,69.0,69,69,2021-10-22 23:00:00
113,2021,10,23,0,90.0,90,90,2021-10-23 00:00:00
114,2021,10,23,1,80.0,80,80,2021-10-23 01:00:00
115,2021,10,23,3,93.0,93,93,2021-10-23 03:00:00
116,2021,10,23,5,101.0,101,101,2021-10-23 05:00:00
117,2021,10,23,6,96.0,96,96,2021-10-23 06:00:00
118,2021,10,23,7,94.0,94,94,2021-10-23 07:00:00
119,2021,10,23,8,86.0,86,86,2021-10-23 08:00:00
120,2021,10,23,9,86.0,86,86,2021-10-23 09:00:00
121,2021,10,23,10,112.0,112,112,2021-10-23 10:00:00
122,2021,10,23,11,107.0,107,107,2021-10-23 11:00:00
123,2021,10,23,12,104.0,104,104,2021-10-23 12:00:00
124,2021,10,23,13,91.0,91,91,2021-10-23 13:00:00
125,2021,10,23,14,86.0,86,86,2021-10-23 14:00:00
126,2021,10,23,15,86.0,86,86,2021-10-23 15:00:00
127,2021,10,23,16,74.0,74,74,2021-10-23 16:00:00
128,2021,10,23,17,79.0,79,79,2021-10-23 17:00:00
129,2021,10,23,18,69.0,69,69,2021-10-23 18:00:00
130,2021,10,23,19,68.0,68,68,2021-10-23 19:00:00
131,2021,10,23,20,67.0,67,67,2021-10-23 20:00:00
132,2021,10,23,21,67.0,67,67,2021-10-23 21:00:00
133,2021,10,23,22,65.0,65,65,2021-10-23 22:00:00
134,2021,10,23,23,66.0,66,66,2021-10-23 23:00:00
135,2021,10,24,0,71.0,71,71,2021-10-24 00:00:00
136,2021,10,24,1,70.0,70,70,2021-10-24 01:00:00
137,2021,10,24,2,94.0,94,94,2021-10-24 02:00:00
138,2021,10,24,3,82.0,82,82,2021-10-24 03:00:00
139,2021,10,24,4,91.0,91,91,2021-10-24 04:00:00
140,2021,10,24,5,82.0,82,82,2021-10-24 05:00:00
141,2021,10,24,6,84.0,84,84,2021-10-24 06:00:00
142,2021,10,24,7,93.0,93,93,2021-10-24 07:00:00
143,2021,10,24,8,100.0,100,100,2021-10-24 08:00:00
144,2021,10,24,9,92.0,92,92,2021-10-24 09:00:00
145,2021,10,24,10,104.0,104,104,2021-10-24 10:00:00
146,2021,10,24,11,96.0,96,96,2021-10-24 11:00:00
147,2021,10,24,12,88.0,88,88,2021-10-24 12:00:00
148,2021,10,24,13,85.0,85,85,2021-10-24 13:00:00
149,2021,10,24,14,88.0,88,88,2021-10-24 14:00:00
150,2021,10,24,15,85.0,85,85,2021-10-24 15:00:00
151,2021,10,24,17,73.0,69,77,2021-10-24 17:00:00
152,2021,10,24,18,67.0,67,67,2021-10-24 18:00:00
153,2021,10,24,19,75.0,75,75,2021-10-24 19:00:00
154,2021,10,24,20,77.0,77,77,2021-10-24 20:00:00
155,2021,10,24,21,69.0,69,69,2021-10-24 21:00:00
156,2021,10,24,22,68.0,68,68,2021-10-24 22:00:00
157,2021,10,24,23,66.0,66,66,2021-10-24 23:00:00
158,2021,10,25,0,80.0,80,80,2021-10-25 00:00:00
159,2021,10,25,1,75.0,75,75,2021-10-25 01:00:00
160,2021,10,25,2,87.0,87,87,2021-10-25 02:00:00
161,2021,10,25,3,93.0,93,93,2021-10-25 03:00:00
162,2021,10,25,4,98.0,98,98,2021-10-25 04:00:00
163,2021,10,25,5,105.0,105,105,2021-10-25 05:00:00
164,2021,10,25,6,110.0,110,110,2021-10-25 06:00:00
165,2021,10,25,7,97.0,97,97,2021-10-25 07:00:00
166,2021,10,25,8,97.0,97,97,2021-10-25 08:00:00
167,2021,10,25,9,108.0,108,108,2021-10-25 09:00:00
168,2021,10,25,10,95.0,95,95,2021-10-25 10:00:00
169,2021,10,25,11,141.0,141,141,2021-10-25 11:00:00
170,2021,10,25,12,99.6,86,121,2021-10-25 12:00:00
171,2021,10,25,13,88.33333333333333,85,95,2021-10-25 13:00:00
172,2021,10,25,14,91.5,82,101,2021-10-25 14:00:00
173,2021,10,25,15,84.6,79,94,2021-10-25 15:00:00
174,2021,10,25,16,76.2,69,79,2021-10-25 16:00:00
175,2021,10,25,17,76.5,72,80,2021-10-25 17:00:00
176,2021,10,25,18,72.33333333333333,63,90,2021-10-25 18:00:00
177,2021,10,25,19,76.33333333333333,67,85,2021-10-25 19:00:00
178,2021,10,25,20,68.4,62,74,2021-10-25 20:00:00
179,2021,10,25,21,68.25,63,71,2021-10-25 21:00:00
180,2021,10,25,22,100.0,100,100,2021-10-25 22:00:00
181,2021,10,25,23,100.0,90,110,2021-10-25 23:00:00
182,2021,10,26,0,95.16666666666667,92,100,2021-10-26 00:00:00
183,2021,10,26,1,93.0,88,102,2021-10-26 01:00:00
184,2021,10,26,2,90.5,86,98,2021-10-26 02:00:00
185,2021,10,26,3,102.0,91,121,2021-10-26 03:00:00
186,2021,10,26,4,100.2,91,119,2021-10-26 04:00:00
187,2021,10,26,5,135.0,116,148,2021-10-26 05:00:00
188,2021,10,26,6,115.0,106,131,2021-10-26 06:00:00
189,2021,10,26,7,109.66666666666667,104,117,2021-10-26 07:00:00
190,2021,10,26,8,105.5,97,121,2021-10-26 08:00:00
191,2021,10,26,9,102.0,84,110,2021-10-26 09:00:00
192,2021,10,26,10,94.2,84,101,2021-10-26 10:00:00
193,2021,10,26,11,113.0,101,126,2021-10-26 11:00:00
194,2021,10,26,12,108.8,101,125,2021-10-26 12:00:00
195,2021,10,26,13,104.0,99,107,2021-10-26 13:00:00
196,2021,10,26,14,99.33333333333333,97,101,2021-10-26 14:00:00
197,2021,10,26,15,90.5,81,109,2021-10-26 15:00:00
198,2021,10,26,16,79.0,78,80,2021-10-26 16:00:00
199,2021,10,26,17,79.5,76,83,2021-10-26 17:00:00
200,2021,10,26,19,73.5,71,76,2021-10-26 19:00:00
201,2021,10,26,20,69.5,67,72,2021-10-26 20:00:00
202,2021,10,27,5,112.0,112,112,2021-10-27 05:00:00
203,2021,10,27,6,99.25,80,113,2021-10-27 06:00:00
204,2021,10,27,7,101.0,59,121,2021-10-27 07:00:00
205,2021,10,27,8,103.0,98,107,2021-10-27 08:00:00
206,2021,10,27,9,92.0,60,109,2021-10-27 09:00:00
207,2021,10,27,10,102.83333333333333,94,109,2021-10-27 10:00:00
208,2021,10,27,11,96.25,81,107,2021-10-27 11:00:00
209,2021,10,27,12,95.66666666666667,94,97,2021-10-27 12:00:00
210,2021,10,27,13,99.25,92,103,2021-10-27 13:00:00
211,2021,10,27,14,89.83333333333333,78,99,2021-10-27 14:00:00
212,2021,10,27,15,80.0,75,86,2021-10-27 15:00:00
213,2021,10,27,16,79.33333333333333,70,92,2021-10-27 16:00:00
214,2021,10,27,17,80.5,79,82,2021-10-27 17:00:00
215,2021,10,27,18,66.0,66,66,2021-10-27 18:00:00
216,2021,10,27,19,79.0,79,79,2021-10-27 19:00:00
217,2021,10,27,20,73.0,66,82,2021-10-27 20:00:00
218,2021,10,27,21,71.8,60,86,2021-10-27 21:00:00
219,2021,10,27,22,64.0,64,64,2021-10-27 22:00:00
220,2021,10,27,23,134.0,134,134,2021-10-27 23:00:00
221,2021,10,28,0,105.66666666666667,99,114,2021-10-28 00:00:00
222,2021,10,28,1,100.8,97,104,2021-10-28 01:00:00
223,2021,10,28,2,88.75,69,96,2021-10-28 02:00:00
224,2021,10,28,3,124.5,116,133,2021-10-28 03:00:00
225,2021,10,28,4,113.0,108,121,2021-10-28 04:00:00
226,2021,10,28,5,104.2,99,111,2021-10-28 05:00:00
227,2021,10,28,6,102.2,80,112,2021-10-28 06:00:00
228,2021,10,28,7,105.5,103,111,2021-10-28 07:00:00
229,2021,10,28,8,104.0,100,110,2021-10-28 08:00:00
230,2021,10,28,9,83.6,47,97,2021-10-28 09:00:00
231,2021,10,28,10,83.33333333333333,79,88,2021-10-28 10:00:00
232,2021,10,28,11,85.5,73,104,2021-10-28 11:00:00
233,2021,10,28,12,89.4,82,97,2021-10-28 12:00:00
234,2021,10,28,13,82.8,78,86,2021-10-28 13:00:00
235,2021,10,28,14,83.75,76,93,2021-10-28 14:00:00
236,2021,10,28,15,79.66666666666667,70,90,2021-10-28 15:00:00
237,2021,10,28,16,69.5,64,77,2021-10-28 16:00:00
238,2021,10,28,17,65.0,61,69,2021-10-28 17:00:00
239,2021,10,28,18,80.33333333333333,72,88,2021-10-28 18:00:00
240,2021,10,28,19,62.0,61,63,2021-10-28 19:00:00
241,2021,10,28,21,89.0,89,89,2021-10-28 21:00:00
242,2021,10,29,12,93.5,90,97,2021-10-29 12:00:00
243,2021,10,29,13,93.5,88,98,2021-10-29 13:00:00
244,2021,10,29,14,86.5,79,94,2021-10-29 14:00:00
245,2021,10,29,15,79.16666666666667,76,83,2021-10-29 15:00:00
246,2021,10,29,16,70.4,63,75,2021-10-29 16:00:00
247,2021,10,29,17,71.75,65,77,2021-10-29 17:00:00
248,2021,10,29,19,63.0,57,68,2021-10-29 19:00:00
249,2021,10,29,20,63.2,57,70,2021-10-29 20:00:00
250,2021,10,29,21,62.75,60,66,2021-10-29 21:00:00
251,2021,10,29,22,67.66666666666667,63,76,2021-10-29 22:00:00
252,2021,10,29,23,69.5,63,76,2021-10-29 23:00:00
253,2021,10,30,0,97.75,87,105,2021-10-30 00:00:00
254,2021,10,30,1,98.25,93,113,2021-10-30 01:00:00
255,2021,10,30,2,91.33333333333333,83,106,2021-10-30 02:00:00
256,2021,10,30,3,85.25,78,102,2021-10-30 03:00:00
257,2021,10,30,4,80.8,75,87,2021-10-30 04:00:00
258,2021,10,30,5,81.0,71,89,2021-10-30 05:00:00
259,2021,10,30,6,79.16666666666667,73,93,2021-10-30 06:00:00
260,2021,10,30,7,77.66666666666667,68,93,2021-10-30 07:00:00
261,2021,10,30,8,81.75,68,104,2021-10-30 08:00:00
262,2021,10,30,12,76.66666666666667,57,87,2021-10-30 12:00:00
263,2021,10,30,13,93.2,84,107,2021-10-30 13:00:00
264,2021,10,30,14,89.8,80,99,2021-10-30 14:00:00
265,2021,10,30,15,89.0,77,102,2021-10-30 15:00:00
266,2021,10,30,16,80.0,68,94,2021-10-30 16:00:00
267,2021,10,30,17,80.66666666666667,70,86,2021-10-30 17:00:00
268,2021,10,30,18,77.5,74,82,2021-10-30 18:00:00
269,2021,10,30,19,87.8,81,100,2021-10-30 19:00:00
270,2021,10,30,20,93.0,90,96,2021-10-30 20:00:00
271,2021,10,30,21,90.83333333333333,87,97,2021-10-30 21:00:00
272,2021,10,30,22,93.4,88,104,2021-10-30 22:00:00
273,2021,10,30,23,89.0,81,99,2021-10-30 23:00:00
274,2021,10,31,0,102.66666666666667,93,113,2021-10-31 00:00:00
275,2021,10,31,1,96.8,92,103,2021-10-31 01:00:00
276,2021,10,31,2,121.0,110,132,2021-10-31 02:00:00
277,2021,10,31,3,109.0,101,121,2021-10-31 03:00:00
278,2021,10,31,4,98.0,91,103,2021-10-31 04:00:00
279,2021,10,31,5,95.4,88,103,2021-10-31 05:00:00
280,2021,10,31,6,101.5,101,102,2021-10-31 06:00:00
281,2021,10,31,7,112.5,101,135,2021-10-31 07:00:00
282,2021,10,31,8,114.16666666666667,61,144,2021-10-31 08:00:00
283,2021,10,31,9,105.83333333333333,104,107,2021-10-31 09:00:00
284,2021,10,31,10,103.5,62,121,2021-10-31 10:00:00
285,2021,10,31,11,103.4,95,112,2021-10-31 11:00:00
286,2021,10,31,12,97.2,90,102,2021-10-31 12:00:00
287,2021,10,31,13,85.2,80,89,2021-10-31 13:00:00
288,2021,10,31,14,81.0,76,85,2021-10-31 14:00:00
289,2021,10,31,15,81.33333333333333,78,85,2021-10-31 15:00:00
290,2021,10,31,16,70.33333333333333,65,82,2021-10-31 16:00:00
291,2021,10,31,17,74.0,74,74,2021-10-31 17:00:00
292,2021,10,31,18,73.5,69,79,2021-10-31 18:00:00
293,2021,10,31,19,72.0,70,73,2021-10-31 19:00:00
294,2021,10,31,20,69.5,69,70,2021-10-31 20:00:00
295,2021,10,31,21,72.0,70,77,2021-10-31 21:00:00
296,2021,10,31,22,72.0,70,75,2021-10-31 22:00:00
297,2021,10,31,23,83.5,80,87,2021-10-31 23:00:00
298,2021,11,1,1,120.66666666666667,102,150,2021-11-01 01:00:00
299,2021,11,1,2,105.33333333333333,67,135,2021-11-01 02:00:00
300,2021,11,1,3,111.4,106,122,2021-11-01 03:00:00
301,2021,11,1,4,116.0,105,134,2021-11-01 04:00:00
302,2021,11,1,5,116.75,112,121,2021-11-01 05:00:00
303,2021,11,1,6,84.75,62,106,2021-11-01 06:00:00
304,2021,11,1,7,100.33333333333333,76,114,2021-11-01 07:00:00
305,2021,11,1,8,122.75,113,133,2021-11-01 08:00:00
306,2021,11,1,9,105.16666666666667,56,120,2021-11-01 09:00:00
307,2021,11,1,10,111.16666666666667,107,114,2021-11-01 10:00:00
308,2021,11,1,11,107.2,98,119,2021-11-01 11:00:00
309,2021,11,1,12,98.66666666666667,91,108,2021-11-01 12:00:00
310,2021,11,1,13,103.0,103,103,2021-11-01 13:00:00
311,2021,11,1,14,84.0,58,100,2021-11-01 14:00:00
312,2021,11,1,15,96.2,87,102,2021-11-01 15:00:00
313,2021,11,1,16,87.16666666666667,76,103,2021-11-01 16:00:00
314,2021,11,1,17,74.83333333333333,69,84,2021-11-01 17:00:00
315,2021,11,1,18,77.75,75,81,2021-11-01 18:00:00
316,2021,11,1,19,71.0,65,76,2021-11-01 19:00:00
317,2021,11,1,20,73.0,73,73,2021-11-01 20:00:00
318,2021,11,1,21,76.5,72,81,2021-11-01 21:00:00
319,2021,11,1,22,106.0,100,112,2021-11-01 22:00:00
320,2021,11,1,23,102.66666666666667,91,119,2021-11-01 23:00:00
321,2021,11,2,0,90.6,83,95,2021-11-02 00:00:00
322,2021,11,2,1,92.66666666666667,88,97,2021-11-02 01:00:00
323,2021,11,2,2,91.2,86,97,2021-11-02 02:00:00
324,2021,11,2,3,96.33333333333333,94,98,2021-11-02 03:00:00
325,2021,11,2,4,107.0,94,123,2021-11-02 04:00:00
326,2021,11,2,5,92.0,91,93,2021-11-02 05:00:00
327,2021,11,2,6,87.0,87,87,2021-11-02 06:00:00
328,2021,11,2,7,110.33333333333333,104,121,2021-11-02 07:00:00
329,2021,11,2,8,105.2,100,109,2021-11-02 08:00:00
330,2021,11,2,9,93.75,76,110,2021-11-02 09:00:00
331,2021,11,2,10,96.5,96,97,2021-11-02 10:00:00
332,2021,11,2,11,100.5,97,104,2021-11-02 11:00:00
333,2021,11,2,12,99.8,95,104,2021-11-02 12:00:00
334,2021,11,2,13,100.33333333333333,95,110,2021-11-02 13:00:00
335,2021,11,2,14,96.2,90,101,2021-11-02 14:00:00
336,2021,11,2,15,84.8,74,93,2021-11-02 15:00:00
337,2021,11,2,16,67.66666666666667,65,71,2021-11-02 16:00:00
338,2021,11,2,17,71.75,71,73,2021-11-02 17:00:00
339,2021,11,2,18,82.5,75,90,2021-11-02 18:00:00
340,2021,11,2,19,64.0,64,64,2021-11-02 19:00:00
341,2021,11,2,20,65.0,65,65,2021-11-02 20:00:00
342,2021,11,2,21,78.75,73,90,2021-11-02 21:00:00
343,2021,11,2,22,138.0,136,140,2021-11-02 22:00:00
344,2021,11,2,23,123.0,116,128,2021-11-02 23:00:00
345,2021,11,3,0,107.0,98,116,2021-11-03 00:00:00
346,2021,11,3,1,101.5,92,111,2021-11-03 01:00:00
347,2021,11,3,2,94.83333333333333,81,105,2021-11-03 02:00:00
348,2021,11,3,3,96.6,87,109,2021-11-03 03:00:00
349,2021,11,3,4,101.0,94,114,2021-11-03 04:00:00
350,2021,11,3,5,98.0,89,107,2021-11-03 05:00:00
351,2021,11,3,6,81.33333333333333,46,107,2021-11-03 06:00:00
352,2021,11,3,7,108.25,99,124,2021-11-03 07:00:00
353,2021,11,3,8,101.0,93,106,2021-11-03 08:00:00
354,2021,11,3,9,95.5,69,108,2021-11-03 09:00:00
355,2021,11,3,10,92.83333333333333,85,100,2021-11-03 10:00:00
356,2021,11,3,11,97.6,88,109,2021-11-03 11:00:00
357,2021,11,3,12,88.33333333333333,85,93,2021-11-03 12:00:00
358,2021,11,3,13,90.0,85,93,2021-11-03 13:00:00
359,2021,11,3,14,80.8,73,91,2021-11-03 14:00:00
360,2021,11,3,15,77.0,71,85,2021-11-03 15:00:00
361,2021,11,3,16,73.0,72,74,2021-11-03 16:00:00
362,2021,11,3,17,86.0,86,86,2021-11-03 17:00:00
363,2021,11,3,18,68.25,62,71,2021-11-03 18:00:00
364,2021,11,3,19,65.0,58,71,2021-11-03 19:00:00
365,2021,11,3,20,63.0,61,65,2021-11-03 20:00:00
366,2021,11,3,21,66.0,56,72,2021-11-03 21:00:00
367,2021,11,3,22,83.75,72,95,2021-11-03 22:00:00
368,2021,11,4,0,100.75,91,113,2021-11-04 00:00:00
369,2021,11,4,1,100.6,94,106,2021-11-04 01:00:00
370,2021,11,4,2,95.25,86,102,2021-11-04 02:00:00
371,2021,11,4,3,124.0,113,135,2021-11-04 03:00:00
372,2021,11,4,4,105.0,91,129,2021-11-04 04:00:00
373,2021,11,4,5,99.0,95,103,2021-11-04 05:00:00
374,2021,11,4,6,95.25,91,104,2021-11-04 06:00:00
375,2021,11,4,7,102.5,94,110,2021-11-04 07:00:00
376,2021,11,4,8,88.75,54,105,2021-11-04 08:00:00
377,2021,11,4,9,93.0,89,102,2021-11-04 09:00:00
378,2021,11,4,10,79.0,75,83,2021-11-04 10:00:00
379,2021,11,4,11,84.0,82,86,2021-11-04 11:00:00
380,2021,11,4,12,82.2,78,87,2021-11-04 12:00:00
381,2021,11,4,13,79.0,67,85,2021-11-04 13:00:00
382,2021,11,4,14,91.2,82,111,2021-11-04 14:00:00
383,2021,11,4,15,76.66666666666667,66,88,2021-11-04 15:00:00
384,2021,11,4,16,75.0,71,78,2021-11-04 16:00:00
385,2021,11,4,17,80.33333333333333,69,88,2021-11-04 17:00:00
386,2021,11,4,18,71.33333333333333,61,88,2021-11-04 18:00:00
387,2021,11,4,19,65.0,60,70,2021-11-04 19:00:00
388,2021,11,4,20,67.5,66,69,2021-11-04 20:00:00
389,2021,11,4,21,71.0,65,78,2021-11-04 21:00:00
390,2021,11,4,22,68.0,68,68,2021-11-04 22:00:00
391,2021,11,4,23,72.33333333333333,69,77,2021-11-04 23:00:00
392,2021,11,5,0,78.6,59,92,2021-11-05 00:00:00
393,2021,11,5,1,91.0,91,91,2021-11-05 01:00:00
394,2021,11,5,2,124.33333333333333,104,154,2021-11-05 02:00:00
395,2021,11,5,3,114.5,109,120,2021-11-05 03:00:00
396,2021,11,5,4,97.2,89,102,2021-11-05 04:00:00
397,2021,11,5,5,96.83333333333333,91,106,2021-11-05 05:00:00
398,2021,11,5,6,90.33333333333333,83,96,2021-11-05 06:00:00
399,2021,11,5,7,89.0,88,91,2021-11-05 07:00:00
400,2021,11,5,8,103.0,97,112,2021-11-05 08:00:00
401,2021,11,5,9,100.0,92,108,2021-11-05 09:00:00
402,2021,11,5,10,95.6,90,105,2021-11-05 10:00:00
403,2021,11,5,11,91.25,87,98,2021-11-05 11:00:00
404,2021,11,5,12,102.0,102,102,2021-11-05 12:00:00
405,2021,11,5,13,81.6,73,90,2021-11-05 13:00:00
406,2021,11,5,14,89.5,84,95,2021-11-05 14:00:00
407,2021,11,5,16,73.5,66,86,2021-11-05 16:00:00
408,2021,11,5,17,64.0,62,70,2021-11-05 17:00:00
409,2021,11,5,18,68.5,67,72,2021-11-05 18:00:00
410,2021,11,5,19,68.6,65,74,2021-11-05 19:00:00
411,2021,11,5,20,66.66666666666667,63,70,2021-11-05 20:00:00
412,2021,11,5,21,67.16666666666667,63,70,2021-11-05 21:00:00
413,2021,11,5,22,64.66666666666667,61,75,2021-11-05 22:00:00
414,2021,11,5,23,67.16666666666667,56,71,2021-11-05 23:00:00
415,2021,11,6,0,75.83333333333333,66,89,2021-11-06 00:00:00
416,2021,11,6,1,70.8,67,75,2021-11-06 01:00:00
417,2021,11,6,2,75.0,65,89,2021-11-06 02:00:00
418,2021,11,6,3,101.4,97,107,2021-11-06 03:00:00
419,2021,11,6,4,83.33333333333333,81,88,2021-11-06 04:00:00
420,2021,11,6,5,83.8,74,100,2021-11-06 05:00:00
421,2021,11,6,8,102.4,97,108,2021-11-06 08:00:00
422,2021,11,6,9,92.66666666666667,63,109,2021-11-06 09:00:00
423,2021,11,6,10,97.33333333333333,66,116,2021-11-06 10:00:00
424,2021,11,6,11,91.5,65,118,2021-11-06 11:00:00
425,2021,11,6,12,114.66666666666667,102,125,2021-11-06 12:00:00
426,2021,11,6,13,90.66666666666667,52,114,2021-11-06 13:00:00
427,2021,11,6,14,104.0,104,104,2021-11-06 14:00:00
428,2021,11,6,16,96.75,90,100,2021-11-06 16:00:00
